borough,quarter,date,Good_job_residual,Trust_MPS_residual,Fair_treatment_residual
Ealing,Q4_1516,1/1/2016,-0.037816323,-0.027965337,-0.064219396
Ealing,Q4_1617,1/1/2017,0.003118315,0.022602114,0.025980366
Ealing,Q4_1718,1/1/2018,0.18240298,0.028952598,0.039338007
Ealing,Q4_1819,1/1/2019,0.116414679,0.063530927,0.094470077
Ealing,Q4_1920,1/1/2020,0.03129966,0.080425423,0.133376834
Ealing,Q4_2021,1/1/2021,0.00085658,0.008013725,-0.000992509
Ealing,Q4_2122,1/1/2022,-0.105769601,-0.053866569,-0.098134094
Ealing,Q4_2223,1/1/2023,-0.012565716,-0.025850036,0.064688
Ealing,Q4_2324,1/1/2024,-0.053950054,-0.07061917,-0.103470557
Ealing,Q4_2425,1/1/2025,-0.151910844,-0.039381096,-0.113034712
Ealing,Q4_2526,1/1/2026,-0.181498887,-0.131630393,-0.08790791
Enfield,Q1_1516,4/1/2015,0.007561661,,-0.001727911
Enfield,Q1_1617,4/1/2016,-0.030736774,-0.03421182,0.009413448
Enfield,Q1_1718,4/1/2017,0.11197464,0.062281997,0.014893761
Enfield,Q1_1819,4/1/2018,0.033117972,0.069893151,0.032368371
Enfield,Q1_1920,4/1/2019,-0.052621719,0.012803042,0.005226058
Enfield,Q1_2021,4/1/2020,-0.003585939,0.025314225,0.007871591
Enfield,Q1_2122,4/1/2021,0.032482977,0.006289667,0.018650133
Enfield,Q1_2223,4/1/2022,-0.035226947,-0.062146158,-0.039813753
Enfield,Q1_2324,4/1/2023,-0.067900835,-0.043972485,0.008392684
Enfield,Q1_2425,4/1/2024,-0.036455145,-0.072985045,-0.060637591
Enfield,Q1_2526,4/1/2025,0.060256869,0.064769184,0.017156927
Enfield,Q2_1516,7/1/2015,-0.001657922,,-0.011204431
Enfield,Q2_1617,7/1/2016,-0.009316671,-0.003241856,-0.00963399
Enfield,Q2_1718,7/1/2017,0.088277254,0.069756597,0.032413667
Enfield,Q2_1819,7/1/2018,-0.002165835,0.036284188,0.018824153
Enfield,Q2_1920,7/1/2019,-0.038220678,0.015809055,-0.011821858
Enfield,Q2_2021,7/1/2020,0.023365743,0.036892617,0.049242266
Enfield,Q2_2122,7/1/2021,0.007071232,-0.00740668,-0.014979902
Enfield,Q2_2223,7/1/2022,-0.048361409,-0.074287068,-0.041916256
Enfield,Q2_2324,7/1/2023,-0.069013889,-0.054732727,0.017646081
Enfield,Q2_2425,7/1/2024,0.006589761,-0.030905303,-0.05859516
Enfield,Q2_2526,7/1/2025,0.059054259,0.043947773,0.036350253
Enfield,Q3_1516,10/1/2015,-0.010544868,,-0.000457828
Enfield,Q3_1617,10/1/2016,-0.021491604,0.015272614,-0.001092869
Enfield,Q3_1718,10/1/2017,0.073113281,0.043059715,-0.014342473
Enfield,Q3_1819,10/1/2018,-0.005359575,0.040933022,0.043389586
Enfield,Q3_1920,10/1/2019,-0.033499795,0.019033528,0.021344768
Enfield,Q3_2021,10/1/2020,0.049322927,0.02413128,0.026530467
Enfield,Q3_2122,10/1/2021,-0.028079947,-0.014094823,-0.031727459
Enfield,Q3_2223,10/1/2022,-0.042928768,-0.04740668,-0.004979902
Enfield,Q3_2324,10/1/2023,-0.064817548,-0.081866528,-0.029539141
Enfield,Q3_2425,10/1/2024,0.031847981,0.022686183,-0.015068105
Enfield,Q3_2526,10/1/2025,0.058606479,-0.006358071,0.026049895
Enfield,Q4_1415,1/1/2015,0.016410226,,-0.012500259
Enfield,Q4_1516,1/1/2016,-0.023321106,-0.045976979,0.017679956
Enfield,Q4_1617,1/1/2017,-0.011747478,0.015097846,-0.031264502
Enfield,Q4_1718,1/1/2018,0.043087694,0.033042239,0.005640364
Enfield,Q4_1819,1/1/2019,0.006431546,0.0621564,0.044591016
Enfield,Q4_1920,1/1/2020,-0.043159055,-0.007563971,-0.025134371
Enfield,Q4_2021,1/1/2021,0.004674115,0.014125801,0.046704488
Enfield,Q4_2122,1/1/2022,-0.048988302,-0.04471525,-0.072336756
Enfield,Q4_2223,1/1/2023,-0.038694046,-0.044514266,-0.002139378
Enfield,Q4_2324,1/1/2024,-0.042417019,-0.077057144,-0.024636636
Enfield,Q4_2425,1/1/2025,0.050704649,0.045075028,-0.002542715
Enfield,Q4_2526,1/1/2026,0.046361608,-0.025212299,0.017713314
Greenwich,Q1_1516,4/1/2015,-0.032695047,,-0.087751786
Greenwich,Q1_1617,4/1/2016,-0.017571839,-0.030344007,0.025922057
Greenwich,Q1_1718,4/1/2017,0.180313825,0.146497672,0.109141558
Greenwich,Q1_1819,4/1/2018,0.13927313,0.10369537,0.105566258
Greenwich,Q1_1920,4/1/2019,0.08418848,0.055678016,0.066262026
Greenwich,Q1_2021,4/1/2020,-0.015086995,0.042158778,0.07526864
Greenwich,Q1_2122,4/1/2021,0.006768661,-0.010282894,0.000941289
Greenwich,Q1_2223,4/1/2022,-0.090783303,-0.0783162,-0.11730323
Greenwich,Q1_2324,4/1/2023,-0.059634296,-0.061325578,-0.062137319
Greenwich,Q1_2425,4/1/2024,-0.032353986,-0.061544281,-0.081258583
Greenwich,Q1_2526,4/1/2025,-0.048473372,-0.000392919,-0.011304822
Greenwich,Q2_1516,7/1/2015,-0.000852711,,-0.01643065
Greenwich,Q2_1617,7/1/2016,-0.00376098,-0.007282451,0.028654816
Greenwich,Q2_1718,7/1/2017,0.172837573,0.128525193,0.110951333
Greenwich,Q2_1819,7/1/2018,0.141897828,0.105803991,0.077448424
Greenwich,Q2_1920,7/1/2019,0.052384702,0.070296438,0.119310501
Greenwich,Q2_2021,7/1/2020,0.021462832,0.063488294,0.064307469
Greenwich,Q2_2122,7/1/2021,0.002957802,-0.02334445,-0.041791471
Greenwich,Q2_2223,7/1/2022,-0.096638398,-0.093020047,-0.101501907
Greenwich,Q2_2324,7/1/2023,-0.07150187,-0.072825943,-0.083476552
Greenwich,Q2_2425,7/1/2024,-0.025539866,-0.046069976,-0.066372191
Greenwich,Q2_2526,7/1/2025,-0.052208519,-0.003393649,0.026016711
Greenwich,Q3_1516,10/1/2015,-0.035193557,,0.000456537
Greenwich,Q3_1617,10/1/2016,0.039525851,0.027324345,0.043840816
Greenwich,Q3_1718,10/1/2017,0.12746199,0.114206574,0.077096513
Greenwich,Q3_1819,10/1/2018,0.13237734,0.07618922,0.047792281
Greenwich,Q3_1920,10/1/2019,0.018176002,0.048881498,0.13912147
Greenwich,Q3_2021,10/1/2020,-0.013396084,0.013517217,-0.003518811
Greenwich,Q3_2122,10/1/2021,-0.047496473,-0.043709404,-0.062117231
Greenwich,Q3_2223,10/1/2022,-0.065931749,-0.082452341,-0.11099517
Greenwich,Q3_2324,10/1/2023,-0.061016399,-0.070469696,-0.080299402
Greenwich,Q3_2425,10/1/2024,-0.045085592,-0.015705022,-0.036046432
Greenwich,Q3_2526,10/1/2025,-0.062146127,-0.059411061,0.031719492
Greenwich,Q4_1415,1/1/2015,0.002585545,,-0.071136064
Greenwich,Q4_1516,1/1/2016,-0.072745522,-0.044500424,-0.027787981
Greenwich,Q4_1617,1/1/2017,0.067380666,0.035600952,0.062302507
Greenwich,Q4_1718,1/1/2018,0.080906205,0.08090604,0.055224391
Greenwich,Q4_1819,1/1/2019,0.112534724,0.05828189,0.03073416
Greenwich,Q4_1920,1/1/2020,0.001317366,0.045337661,0.117032175
Greenwich,Q4_2021,1/1/2021,-0.014374387,-0.025302497,-0.01139133
Greenwich,Q4_2122,1/1/2022,-0.09991927,-0.045655824,-0.103854614
Greenwich,Q4_2223,1/1/2023,-0.050752107,-0.086324905,-0.08445184
Greenwich,Q4_2324,1/1/2024,-0.0848213,-0.111560232,-0.110198869
Greenwich,Q4_2425,1/1/2025,-0.084568925,-0.01135748,-0.030017892
Greenwich,Q4_2526,1/1/2026,-0.099801848,-0.131797865,-0.013967274
Hackney,Q1_1516,4/1/2015,-0.017434989,,-0.037785543
Hackney,Q1_1617,4/1/2016,0.006488479,0.020146307,-0.024774868
Hackney,Q1_1718,4/1/2017,0.192265815,0.115519925,0.197781446
Hackney,Q1_1819,4/1/2018,0.061540149,0.109301773,-0.018122402
Hackney,Q1_1920,4/1/2019,-0.002879724,0.049318615,-0.018493481
Hackney,Q1_2021,4/1/2020,-0.054968057,0.010733541,-0.056136989
Hackney,Q1_2122,4/1/2021,0.020517577,-0.013673252,0.008766431
Hackney,Q1_2223,4/1/2022,-0.004209713,-0.021722122,0.000485951
Hackney,Q1_2324,4/1/2023,-0.057047024,-0.113942361,-0.06169126
Hackney,Q1_2425,4/1/2024,-0.028538006,-0.029458771,-0.007488358
Hackney,Q1_2526,4/1/2025,-0.033968796,-0.003708447,0.058344323
Hackney,Q2_1516,7/1/2015,-0.000449632,,-0.06009883
Hackney,Q2_1617,7/1/2016,0.039924285,0.012834877,0.077861599
Hackney,Q2_1718,7/1/2017,0.081426403,0.097037918,0.099463819
Hackney,Q2_1819,7/1/2018,0.086682774,0.123325956,-0.004176207
Hackney,Q2_1920,7/1/2019,0.00855527,0.056091827,-0.04204533
Hackney,Q2_2021,7/1/2020,0.03565146,0.053819551,0.03572643
Hackney,Q2_2122,7/1/2021,0.024837128,-0.002467983,-0.000245456
Hackney,Q2_2223,7/1/2022,-0.00076808,-0.034679298,0.007779882
Hackney,Q2_2324,7/1/2023,-0.047825765,-0.096726584,-0.044615323
Hackney,Q2_2425,7/1/2024,-0.073259468,-0.033153387,-0.011111374
Hackney,Q2_2526,7/1/2025,0.010350756,-0.022503178,0.049332437
Hackney,Q3_1516,10/1/2015,-0.001735288,,-0.081085379
Hackney,Q3_1617,10/1/2016,0.045335822,0.019244335,0.10434064
Hackney,Q3_1718,10/1/2017,0.067350683,0.066023451,0.038662809
Hackney,Q3_1819,10/1/2018,0.069029508,0.092987465,-0.004701935
Hackney,Q3_1920,10/1/2019,0.007386274,0.059526763,-0.068289368
Hackney,Q3_2021,10/1/2020,-0.016179617,0.018911245,0.051300841
Hackney,Q3_2122,10/1/2021,0.014767714,-0.014697147,-0.022625216
Hackney,Q3_2223,10/1/2022,-0.022075903,-0.055702689,-0.003223677
Hackney,Q3_2324,10/1/2023,-0.031020653,-0.09140148,-0.029393418
Hackney,Q3_2425,10/1/2024,-0.040422158,-0.000933148,0.021065837
Hackney,Q3_2526,10/1/2025,-0.054162466,-0.109510304,0.002848702
Hackney,Q4_1415,1/1/2015,-0.05228945,,0.008489384
Hackney,Q4_1516,1/1/2016,-0.017986238,-0.031180381,-0.055882048
Hackney,Q4_1617,1/1/2017,0.043537422,0.025662213,0.120634141
Hackney,Q4_1718,1/1/2018,0.044297535,0.047984009,-0.039027033
Hackney,Q4_1819,1/1/2019,0.032667726,0.068009273,-0.029583651
Hackney,Q4_1920,1/1/2020,-0.048728763,0.016916499,-0.070655248
Hackney,Q4_2021,1/1/2021,-0.00428381,0.009094129,0.022061573
Hackney,Q4_2122,1/1/2022,-0.015932871,-0.028720827,-0.006183323
Hackney,Q4_2223,1/1/2023,-0.058238186,-0.090524771,-0.047952307
Hackney,Q4_2324,1/1/2024,-0.034744623,-0.094315543,-0.062251008
Hackney,Q4_2425,1/1/2025,-0.058551431,-0.002944736,0.039480828
Hackney,Q4_2526,1/1/2026,-0.114912068,-0.180523261,-0.036788042
Hammersmith and Fulham,Q1_1516,4/1/2015,-0.038975944,,-0.043875086
Hammersmith and Fulham,Q1_1617,4/1/2016,0.084427821,0.022029061,0.037738681
Hammersmith and Fulham,Q1_1718,4/1/2017,0.173777761,0.112739209,0.13328845
Hammersmith and Fulham,Q1_1819,4/1/2018,0.127480102,0.095311451,0.105043776
Hammersmith and Fulham,Q1_1920,4/1/2019,0.098738704,0.070081102,0.04512274
Hammersmith and Fulham,Q1_2021,4/1/2020,-0.0097546,0.022494615,0.062649222
Hammersmith and Fulham,Q1_2122,4/1/2021,-0.000641161,0.009669113,-0.008806616
Hammersmith and Fulham,Q1_2223,4/1/2022,-0.054283787,-0.052861642,-0.080533629
Hammersmith and Fulham,Q1_2324,4/1/2023,-0.077949396,-0.12456553,-0.09804817
Hammersmith and Fulham,Q1_2425,4/1/2024,-0.085774375,-0.056949633,-0.056499212
Hammersmith and Fulham,Q1_2526,4/1/2025,-0.083082609,-0.021184276,-0.045740766
Hammersmith and Fulham,Q2_1516,7/1/2015,-0.001394409,,-0.01502171
Hammersmith and Fulham,Q2_1617,7/1/2016,0.066876143,0.03373006,0.028899461
Hammersmith and Fulham,Q2_1718,7/1/2017,0.175121353,0.093672684,0.153925463
Hammersmith and Fulham,Q2_1819,7/1/2018,0.137721254,0.102426606,0.079899232
Hammersmith and Fulham,Q2_1920,7/1/2019,0.096889825,0.065744184,0.048987287
Hammersmith and Fulham,Q2_2021,7/1/2020,0.021657873,0.041266392,0.072283385
Hammersmith and Fulham,Q2_2122,7/1/2021,-0.029506573,-0.01954262,-0.028268693
Hammersmith and Fulham,Q2_2223,7/1/2022,-0.046938821,-0.057758645,-0.08705129
Hammersmith and Fulham,Q2_2324,7/1/2023,-0.098068826,-0.084648506,-0.098104793
Hammersmith and Fulham,Q2_2425,7/1/2024,-0.060457433,-0.056308017,-0.049237261
Hammersmith and Fulham,Q2_2526,7/1/2025,-0.097563538,-0.021245063,-0.022606353
Hammersmith and Fulham,Q3_1516,10/1/2015,-0.004616737,,0.028191668
Hammersmith and Fulham,Q3_1617,10/1/2016,0.04344252,0.011344512,0.007271538
Hammersmith and Fulham,Q3_1718,10/1/2017,0.20443692,0.110144778,0.158342089
Hammersmith and Fulham,Q3_1819,10/1/2018,0.106885242,0.091845777,0.049502868
Hammersmith and Fulham,Q3_1920,10/1/2019,0.068260983,0.069749199,0.094896247
Hammersmith and Fulham,Q3_2021,10/1/2020,0.013116311,0.008384436,0.013492602
Hammersmith and Fulham,Q3_2122,10/1/2021,-0.048879564,-0.009106998,-0.01797142
Hammersmith and Fulham,Q3_2223,10/1/2022,-0.11031502,-0.117051908,-0.143393111
Hammersmith and Fulham,Q3_2324,10/1/2023,-0.063202039,-0.081267251,-0.07579739
Hammersmith and Fulham,Q3_2425,10/1/2024,-0.064217197,-0.041972544,-0.046278689
Hammersmith and Fulham,Q3_2526,10/1/2025,-0.139327428,-0.049418156,-0.058183758
Hammersmith and Fulham,Q4_1415,1/1/2015,-0.049334235,,-0.054044956
Hammersmith and Fulham,Q4_1516,1/1/2016,0.029650607,0.008710038,0.045473745
Hammersmith and Fulham,Q4_1617,1/1/2017,0.022815511,0.000908891,0.026974265
Hammersmith and Fulham,Q4_1718,1/1/2018,0.14464134,0.096391578,0.12895676
Hammersmith and Fulham,Q4_1819,1/1/2019,0.100256858,0.077240633,0.04636027
Hammersmith and Fulham,Q4_1920,1/1/2020,0.0215683,0.041204161,0.092240917
Hammersmith and Fulham,Q4_2021,1/1/2021,-0.005873114,-0.034808679,-0.045510518
Hammersmith and Fulham,Q4_2122,1/1/2022,-0.106435825,-0.051304406,-0.07629506
Hammersmith and Fulham,Q4_2223,1/1/2023,-0.073059626,-0.102011143,-0.079953239
Hammersmith and Fulham,Q4_2324,1/1/2024,-0.0411143,-0.056764382,-0.05954869
Hammersmith and Fulham,Q4_2425,1/1/2025,-0.13410235,-0.045787975,-0.075706484
Hammersmith and Fulham,Q4_2526,1/1/2026,-0.212896522,-0.100531104,-0.093063771
Haringey,Q1_1516,4/1/2015,-0.01935365,,0.005230376
Haringey,Q1_1617,4/1/2016,0.009214761,0.014844796,-0.003897804
Haringey,Q1_1718,4/1/2017,0.118138571,0.127874867,0.131619274
Haringey,Q1_1819,4/1/2018,0.045722861,0.047307335,0.011242416
Haringey,Q1_1920,4/1/2019,0.024961808,0.056360824,0.060276772
Haringey,Q1_2021,4/1/2020,-0.022777274,0.031862142,-0.004919289
Haringey,Q1_2122,4/1/2021,0.046380276,0.035688101,0.069388303
Haringey,Q1_2223,4/1/2022,0.001787712,-0.040023602,-0.066438859
Haringey,Q1_2324,4/1/2023,-0.040116255,-0.089954686,-0.056166405
Haringey,Q1_2425,4/1/2024,-0.074302048,-0.135160495,-0.081477447
Haringey,Q1_2526,4/1/2025,-0.026822731,0.03414142,0.038012503
Haringey,Q2_1516,7/1/2015,-0.015587748,,-0.019991351
Haringey,Q2_1617,7/1/2016,0.019936449,0.02574235,0.037017893
Haringey,Q2_1718,7/1/2017,0.13783544,0.109934718,0.103922911
Haringey,Q2_1819,7/1/2018,0.013413458,0.034435165,0.018312186
Haringey,Q2_1920,7/1/2019,0.047861684,0.069967357,0.053956209
Haringey,Q2_2021,7/1/2020,-0.000313079,0.069800526,0.04358386
Haringey,Q2_2122,7/1/2021,0.027443126,0.017009952,0.040736875
Haringey,Q2_2223,7/1/2022,0.012207604,-0.049501389,-0.06590609
Haringey,Q2_2324,7/1/2023,-0.067741244,-0.11700092,-0.063152929
Haringey,Q2_2425,7/1/2024,-0.051454659,-0.07161924,-0.047864606
Haringey,Q2_2526,7/1/2025,-0.036520934,0.034516761,0.018395431
Haringey,Q3_1516,10/1/2015,-0.043776966,,-0.027693784
Haringey,Q3_1617,10/1/2016,0.076511709,0.041483052,0.052672494
Haringey,Q3_1718,10/1/2017,0.069634435,0.06973525,0.033517264
Haringey,Q3_1819,10/1/2018,0.027364396,0.026912037,0.020636981
Haringey,Q3_1920,10/1/2019,0.00636582,0.038106974,0.032058219
Haringey,Q3_2021,10/1/2020,0.009281485,0.076859441,0.060381175
Haringey,Q3_2122,10/1/2021,0.0129949,-0.01852224,-0.024907148
Haringey,Q3_2223,10/1/2022,-0.003907066,-0.057106113,-0.053664541
Haringey,Q3_2324,10/1/2023,-0.077544419,-0.116756133,-0.052903194
Haringey,Q3_2425,10/1/2024,-0.025601087,-0.036776091,-0.023125701
Haringey,Q3_2526,10/1/2025,-0.081059677,-0.033564857,-0.0500517
Haringey,Q4_1415,1/1/2015,0.060593864,,0.045163779
Haringey,Q4_1516,1/1/2016,-0.035364681,-0.020850587,-0.029708318
Haringey,Q4_1617,1/1/2017,0.048401221,0.043833009,0.065069956
Haringey,Q4_1718,1/1/2018,0.058612283,0.026027164,-0.010467926
Haringey,Q4_1819,1/1/2019,0.010395488,0.03068176,0.044482908
Haringey,Q4_1920,1/1/2020,-0.029380111,0.048523994,-0.017920624
Haringey,Q4_2021,1/1/2021,0.044362216,0.038304567,0.041451222
Haringey,Q4_2122,1/1/2022,-0.003355958,-0.046420709,-0.042965281
Haringey,Q4_2223,1/1/2023,-0.024958128,-0.055976453,-0.072309899
Haringey,Q4_2324,1/1/2024,-0.082450567,-0.155294687,-0.081816498
Haringey,Q4_2425,1/1/2025,-0.051545176,-0.004168666,-0.010667714
Haringey,Q4_2526,1/1/2026,-0.115488111,-0.101256691,-0.119111899
Harrow,Q1_1516,4/1/2015,0.051994604,,0.043991092
Harrow,Q1_1617,4/1/2016,-0.068422351,-0.009096577,-0.056144598
Harrow,Q1_1718,4/1/2017,0.105840748,0.061902357,0.034768572
Harrow,Q1_1819,4/1/2018,0.045006839,0.001370335,-0.005502808
Harrow,Q1_1920,4/1/2019,0.027671829,0.009450416,0.058618766
Harrow,Q1_2021,4/1/2020,0.000767802,0.05866589,0.063117681
Harrow,Q1_2122,4/1/2021,-0.042456689,0.012988568,0.015322638
Harrow,Q1_2223,4/1/2022,-0.073412209,-0.047621041,-0.064988318
Harrow,Q1_2324,4/1/2023,0.074405686,0.007366664,0.087555863
Harrow,Q1_2425,4/1/2024,-0.007175266,-0.033641961,-0.072958626
Harrow,Q1_2526,4/1/2025,-0.068506089,-0.04811115,-0.080137412
Harrow,Q2_1516,7/1/2015,-0.019082528,,0.06364056
Harrow,Q2_1617,7/1/2016,0.002950124,-0.008220957,-0.045697952
Harrow,Q2_1718,7/1/2017,0.042418247,0.03971885,0.013654786
Harrow,Q2_1819,7/1/2018,0.056900507,-0.007421532,0.00511345
Harrow,Q2_1920,7/1/2019,-0.00092095,0.050348203,0.079076718
Harrow,Q2_2021,7/1/2020,0.024944252,0.047710262,0.057731129
Harrow,Q2_2122,7/1/2021,-0.048947322,0.005227493,0.006464692
Harrow,Q2_2223,7/1/2022,-0.029242665,-0.034960931,-0.023631421
Harrow,Q2_2324,7/1/2023,0.060340381,0.004773058,0.046232889
Harrow,Q2_2425,7/1/2024,-0.028228119,-0.01793381,-0.070046952
Harrow,Q2_2526,7/1/2025,-0.067342091,-0.057368536,-0.089758612
Harrow,Q3_1516,10/1/2015,-0.038561335,,0.023810173
Harrow,Q3_1617,10/1/2016,-5.54E-05,-0.010138453,-0.036676049
Harrow,Q3_1718,10/1/2017,0.030785175,0.008676974,-0.006876665
Harrow,Q3_1819,10/1/2018,0.053311181,0.016668386,0.017199678
Harrow,Q3_1920,10/1/2019,0.010885852,0.061500917,0.099664707
Harrow,Q3_2021,10/1/2020,0.032477272,0.026136364,0.046928299
Harrow,Q3_2122,10/1/2021,-0.087088401,-0.003586542,-0.052930358
Harrow,Q3_2223,10/1/2022,0.0333633,-0.023298363,0.027216639
Harrow,Q3_2324,10/1/2023,0.053901866,0.007045234,0.017391905
Harrow,Q3_2425,10/1/2024,-0.050062762,-0.032724429,-0.077389697
Harrow,Q3_2526,10/1/2025,-0.040469249,-0.029363618,-0.070776284
Harrow,Q4_1415,1/1/2015,0.118433118,,0.042832076
Harrow,Q4_1516,1/1/2016,-0.060767719,-0.000592888,-0.016907852
Harrow,Q4_1617,1/1/2017,-0.001080435,0.019207604,-0.027009619
Harrow,Q4_1718,1/1/2018,0.050733056,-0.001356277,0.013106373
Harrow,Q4_1819,1/1/2019,0.045899773,0.02831987,0.038042085
Harrow,Q4_1920,1/1/2020,0.017237501,0.059173322,0.088477422
Harrow,Q4_2021,1/1/2021,-0.041890282,-0.003029929,0.012252659
Harrow,Q4_2122,1/1/2022,-0.08308212,-0.027410449,-0.084880897
Harrow,Q4_2223,1/1/2023,0.068811548,0.003797684,0.095735361
Harrow,Q4_2324,1/1/2024,0.006542577,-0.03127003,-0.041748727
Harrow,Q4_2425,1/1/2025,-0.063961243,-0.05159146,-0.081912685
Harrow,Q4_2526,1/1/2026,-0.094867988,-0.051309519,-0.091970682
Havering,Q1_1516,4/1/2015,-0.01684751,,-0.052723391
Havering,Q1_1617,4/1/2016,-0.002484638,-0.003704902,-0.001512495
Havering,Q1_1718,4/1/2017,0.164942361,0.098886993,0.092180661
Havering,Q1_1819,4/1/2018,0.093554174,0.057982341,0.081795375
Havering,Q1_1920,4/1/2019,0.030561212,0.012548681,0.063740147
Havering,Q1_2021,4/1/2020,0.013645552,0.005457931,0.037943462
Havering,Q1_2122,4/1/2021,-0.010922632,-0.001451892,-0.002222597
Havering,Q1_2223,4/1/2022,-0.018663814,-0.010429492,-0.083269307
Havering,Q1_2324,4/1/2023,-0.024715841,-0.041339889,-0.05939811
Havering,Q1_2425,4/1/2024,-0.080599109,-0.055173893,-0.051030984
Havering,Q1_2526,4/1/2025,-0.096085753,0.001250576,-0.012553778
Havering,Q2_1516,7/1/2015,-0.019227259,,-0.043383879
Havering,Q2_1617,7/1/2016,0.007515362,-0.003704902,0.018487505
Havering,Q2_1718,7/1/2017,0.130248967,0.075828406,0.09087803
Havering,Q2_1819,7/1/2018,0.07252956,0.047314621,0.051510998
Havering,Q2_1920,7/1/2019,0.033289757,0.017810026,0.061721988
Havering,Q2_2021,7/1/2020,0.088959936,0.024988372,0.050520266
Havering,Q2_2122,7/1/2021,0.002793976,0.007486936,0.001584386
Havering,Q2_2223,7/1/2022,-0.039787584,-0.02116183,-0.073581204
Havering,Q2_2324,7/1/2023,0.005398091,-0.04474885,-0.046591033
Havering,Q2_2425,7/1/2024,-0.11613708,-0.022266081,-0.059792568
Havering,Q2_2526,7/1/2025,-0.051921192,-0.006035466,-0.001397923
Havering,Q3_1516,10/1/2015,-0.001658336,,-0.001283159
Havering,Q3_1617,10/1/2016,-0.024236397,-0.024846487,-0.001998688
Havering,Q3_1718,10/1/2017,0.138743348,0.081364018,0.083235608
Havering,Q3_1819,10/1/2018,0.049206077,0.021665568,0.053364036
Havering,Q3_1920,10/1/2019,0.059834067,0.042074816,0.073538332
Havering,Q3_2021,10/1/2020,0.057358661,0.027428062,0.047300384
Havering,Q3_2122,10/1/2021,-0.039618825,-0.014085436,-0.049085276
Havering,Q3_2223,10/1/2022,-0.022281266,-0.049303702,-0.067048769
Havering,Q3_2324,10/1/2023,-0.042717941,-0.053521107,-0.056068147
Havering,Q3_2425,10/1/2024,-0.112233437,-0.012755742,-0.05426004
Havering,Q3_2526,10/1/2025,-0.048843851,-0.03706361,-0.01609473
Havering,Q4_1415,1/1/2015,-0.012334154,,-0.044246184
Havering,Q4_1516,1/1/2016,-0.004963543,0.004679647,-0.012200504
Havering,Q4_1617,1/1/2017,0.00348301,-0.006332702,0.047368344
Havering,Q4_1718,1/1/2018,0.12086218,0.069711233,0.05827277
Havering,Q4_1819,1/1/2019,0.012165987,0.007077688,0.06141009
Havering,Q4_1920,1/1/2020,0.051604102,0.036711519,0.071254142
Havering,Q4_2021,1/1/2021,0.022635714,0.001316633,0.020438641
Havering,Q4_2122,1/1/2022,-0.067602649,-0.042771536,-0.088525695
Havering,Q4_2223,1/1/2023,-0.009985897,-0.031291066,-0.053636245
Havering,Q4_2324,1/1/2024,-0.05580656,-0.052050688,-0.049700834
Havering,Q4_2425,1/1/2025,-0.123768609,-0.010272973,-0.027461575
Havering,Q4_2526,1/1/2026,-0.11588822,-0.097271821,-0.057478049
Hillingdon,Q1_1516,4/1/2015,0.025256504,,0.067496232
Hillingdon,Q1_1617,4/1/2016,-0.034653956,-0.003706703,-0.062541938
Hillingdon,Q1_1718,4/1/2017,0.081115847,0.042781085,-0.032053369
Hillingdon,Q1_1819,4/1/2018,0.061018846,0.032703755,0.027987982
Hillingdon,Q1_1920,4/1/2019,-0.024526545,0.016254979,0.006089005
Hillingdon,Q1_2021,4/1/2020,-0.000719721,0.031317766,0.048729124
Hillingdon,Q1_2122,4/1/2021,0.033466269,0.034654846,0.046944658
Hillingdon,Q1_2223,4/1/2022,-0.053407297,-0.012852754,0.015611875
Hillingdon,Q1_2324,4/1/2023,0.041787396,0.023316445,0.077660353
Hillingdon,Q1_2425,4/1/2024,-0.016975349,-0.02772519,-0.057130031
Hillingdon,Q1_2526,4/1/2025,-0.032595356,-0.034233451,-0.058997199
Hillingdon,Q2_1516,7/1/2015,0.015107271,,0.02755985
Hillingdon,Q2_1617,7/1/2016,-0.053266088,-0.012600291,-0.073133579
Hillingdon,Q2_1718,7/1/2017,0.129862289,0.041781745,-0.031518984
Hillingdon,Q2_1819,7/1/2018,0.030503991,0.022293312,0.028207462
Hillingdon,Q2_1920,7/1/2019,-0.012989444,0.04748036,0.035433747
Hillingdon,Q2_2021,7/1/2020,-0.010616637,0.009371966,0.034422231
Hillingdon,Q2_2122,7/1/2021,0.011697856,0.043245064,0.027698523
Hillingdon,Q2_2223,7/1/2022,0.01734633,-0.01225196,0.065290608
Hillingdon,Q2_2324,7/1/2023,0.011593393,-0.006838215,0.027743055
Hillingdon,Q2_2425,7/1/2024,0.007285257,-0.024328626,-0.058946305
Hillingdon,Q2_2526,7/1/2025,-0.098342212,-0.050842835,-0.080810293
Hillingdon,Q3_1516,10/1/2015,0.014771497,,-0.002297011
Hillingdon,Q3_1617,10/1/2016,-0.044445029,-0.013540146,-0.062631002
Hillingdon,Q3_1718,10/1/2017,0.113525962,0.054702434,-0.033080789
Hillingdon,Q3_1819,10/1/2018,0.006585241,0.007141298,0.025615056
Hillingdon,Q3_1920,10/1/2019,0.009137128,0.049175668,0.0245272
Hillingdon,Q3_2021,10/1/2020,0.012966338,0.0242563,0.067157776
Hillingdon,Q3_2122,10/1/2021,0.008428271,0.008610565,-0.005170618
Hillingdon,Q3_2223,10/1/2022,0.029592289,0.019538523,0.074333167
