Day,headline,count,Rank_Day,Top_Day,Headline_Source
2019-07-14,second arrest after shooting of man convicted over biggest cash robbery,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/second-arrest-after-shooting-of-man-convicted-over-biggest-cash-robbery-38311303.html
2019-07-15,Thief shot down in Russell Kane's house 'victim of revenge attack',2,1,True,https://www.thesun.co.uk/news/9506672/thief-shot-russell-kane-victim-revenge-attack/
2019-07-18,knife crime soars to record in england and wales but homicides fall,3,1,True,https://in.reuters.com/article/britain-crime/knife-crime-soars-to-record-in-england-and-wales-but-homicides-fall-idINKCN1UD1PH
2019-07-22,british politician elphicke charged with sexual assault,3,1,True,https://www.reuters.com/article/us-britain-assault-elphicke/british-politician-elphicke-charged-with-sexual-assault-idUSKCN1UH164
2019-07-25,Teenagers charged over homophobic bus attack,3,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/17795871.teenagers-charged-homophobic-bus-attack/
2019-07-26,Ozil-Kolasinac knife attack: Property owner attacked five times in same area,2,1,True,https://www.chesterstandard.co.uk/news/national-news/17797180.ozil-kolasinac-knife-attack-property-owner-attacked-five-times-area/
2019-07-28,Stark warning to tourists over knife crime and drugs epidemic in Magaluf,1,1,True,https://www.mirror.co.uk/news/uk-news/sun-sand-stabbings-knifes-drugs-18790802
2019-07-29,Stark warning to tourists over knife crime and drugs epidemic in Magaluf,1,1,True,https://www.mirror.co.uk/news/uk-news/sun-sand-stabbings-knifes-drugs-18790802
2019-08-02,cunning and cruel fraudsters jailed for 240000 romance scam,2,1,True,https://www.belfasttelegraph.co.uk/news/uk/cunning-and-cruel-fraudsters-jailed-for-240000-romance-scam-38370158.html
2019-08-02,hero police chief who saved woman and child from gunman says his farewell 1,2,2,True,https://www.wakefieldexpress.co.uk/news/crime/hero-police-chief-who-saved-woman-and-child-from-gunman-says-his-farewell-1-9910759
2019-08-04,Sister of Dayton gunman 'drove in same car with brother and companion',3,1,True,https://www.dailymail.co.uk/news/article-7319463/Gunman-wearing-body-armor-killed-9-people-injured-16-Ohio-bar.html
2019-08-08,"Man, 56, charged over policeman stab attack",7,1,True,https://www.thetottenhamindependent.co.uk/news/national/17825723.man-56-charged-policeman-stab-attack/
2019-08-08,Sharp rise in knife possession offences among women and girls,5,2,True,https://www.yeovilexpress.co.uk/news/national/17823752.sharp-rise-knife-possession-offences-among-women-girls/
2019-08-08,Police officer stabbed in 'frenzied and unprovoked' machete attack,3,3,True,https://www.hulldailymail.co.uk/news/uk-world-news/police-officer-stabbed-frenzied-unprovoked-3187201
2019-08-09,"Man, 56, charged over policeman stab attack",2,1,True,https://www.thetottenhamindependent.co.uk/news/national/17825723.man-56-charged-policeman-stab-attack/
2019-08-09,man 56 charged over policeman stab attack,1,2,True,https://www.eveningtelegraph.co.uk/2019/08/08/man-56-charged-over-policeman-stab-attack/
2019-08-15,Man stabbed in unprovoked attack outside Home Office,11,1,True,https://www.yeovilexpress.co.uk/news/national/17839594.man-stabbed-outside-home-office-central-london/
2019-08-15,Government worker stabbed in unprovoked attack outside Home Office,7,2,True,https://www.wiltsglosstandard.co.uk/news/national/17840590.government-worker-stabbed-unprovoked-attack-outside-home-office/
2019-08-15,government worker stabbed in unprovoked attack outside home office,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/government-worker-stabbed-in-unprovoked-attack-outside-home-office-38407716.html
2019-08-16,"Innocent man punched, kicked and stabbed by pack of thugs after leaving nightclub",2,1,True,https://www.basildonstandard.co.uk/news/17840554.pack-thugs-punched-kicked-stabbed-man/
2019-08-19,Chicken boxes returning to Home Office with hand-written knife crime solutions,10,1,True,https://www.greenocktelegraph.co.uk/news/national-news/17847124.chicken-boxes-returning-home-office-hand-written-knife-crime-solutions/
2019-08-20,Government under fire for trying to fight knife crime with chicken boxes,3,1,True,https://www.grimsbytelegraph.co.uk/news/uk-world-news/government-under-fire-trying-fight-3231757
2019-08-22,"Weapons, drugs and 200k in cash seized in police raids across south Essex",1,1,True,https://www.basildonstandard.co.uk/news/17854820.weapons-drugs-200k-cash-seized-warrants-executed-southend/
2019-08-23,More knife screening arches pledged for Notting Hill Carnival,2,1,True,https://www.lancashiretelegraph.co.uk/news/national/17856926.knife-screening-arches-pledged-notting-hill-carnival/
2019-08-24,"Murder victim begged for wife after London knife attack, witness says",3,1,True,https://www.chesterstandard.co.uk/news/national-news/17859352.murder-victim-begged-wife-london-knife-attack-witness-says/
2019-08-24,"Weapons, drugs and 200k in cash seized in police raids across south Essex",1,2,True,https://www.basildonstandard.co.uk/news/17854820.weapons-drugs-200k-cash-seized-warrants-executed-southend/
2019-08-24,murder victim begged for wife after london knife attack witness says,1,3,True,https://www.eveningtelegraph.co.uk/2019/08/24/murder-victim-begged-for-wife-after-london-knife-attack-witness-says/
2019-08-25,murder victim begged for wife after london knife attack witness says,1,1,True,https://www.eveningtelegraph.co.uk/2019/08/24/murder-victim-begged-for-wife-after-london-knife-attack-witness-says/
2019-08-29,Drug dealer convicted of stabbing police officer,5,1,True,https://www.yeovilexpress.co.uk/news/national/17869292.drug-dealer-convicted-stabbing-police-officer/
2019-08-31,Three arrested as 15-year-old fights for life following stab attack,6,1,True,https://www.thetottenhamindependent.co.uk/news/national/17872280.three-arrested-15-year-old-fights-life-following-stab-attack/
2019-09-01,Seven dead and at least 21 injured in Texas after gunman hijacks mail van,2,1,True,https://www.thesun.co.uk/news/9838370/texas-shooting-multiple-casualties-after-two-gunmen-in-separate-cars-open-fire-in-odessa/
2019-09-06,Youth guilty of stabbing gangster over county lines drug dispute,6,1,True,https://www.enfieldindependent.co.uk/news/national/17886558.youth-guilty-stabbing-gangster-county-lines-drug-dispute/
2019-09-06,Triplets jailed for plot to supply criminal with submachine gun and pistol,2,2,True,https://www.thetottenhamindependent.co.uk/news/17886710.triplets-edmonton-jailed-plot-supply-criminal-guns/
2019-09-06,british identical triplets jailed for gun offence,2,3,True,https://in.reuters.com/article/britain-crime-triplets/british-identical-triplets-jailed-for-gun-offence-idINKCN1VR1TS
2019-09-10,Underage knife sales to be tackled by retailer agreement,3,1,True,https://www.basildonstandard.co.uk/news/national/17893846.underage-knife-sales-tackled-retailer-agreement/
2019-09-11,Underage knife sales to be tackled by retailer agreement,5,1,True,https://www.basildonstandard.co.uk/news/national/17893846.underage-knife-sales-tackled-retailer-agreement/
2019-09-15,Masked raiders armed with batons and machetes steal cash in burglary,2,1,True,https://www.maldonandburnhamstandard.co.uk/news/south_essex_news/17903924.robbers-armed-batons-machetes-steal-cash-canvey-property/
2019-09-17,Jodie Chesney stabbed to death after getting caught up in drug dealer dispute,5,1,True,https://www.yeovilexpress.co.uk/news/national/17907977.jodie-chesney-stabbed-death-getting-caught-drug-dealer-dispute/
2019-09-17,'Blameless' teen was 'caught up in drug turf war' when she was knifed to death,2,2,True,https://www.mirror.co.uk/news/uk-news/jodie-chesney-blameless-teen-knifed-20080891
2019-09-17,"Jodie Chesney's sobbing boyfriend held dying Girl Scout, 17, in his arms after she was stabbed to death 'by drug dealers in turf war'",2,3,True,https://www.thesun.co.uk/news/9938341/jodie-chesney-17-was-stabbed-to-death-in-front-of-boyfriend-by-a-drug-gang-trying-to-earn-respect/
2019-09-19,Jodie Chesney stabbed to death by dealers after friend bought drug from rival,2,1,True,https://www.wiltsglosstandard.co.uk/news/national/17914115.jodie-chesney-stabbed-death-dealers-friend-bought-drug-rival/
2019-09-20,At least one gun shot fired in Haringey last night,2,1,True,https://www.enfieldindependent.co.uk/news/17916080.least-one-gun-shot-fired-haringey-last-night/
2019-09-23,one in 12 witnessed sexual harassment in lloyds insurance market survey,2,1,True,https://in.reuters.com/article/lloyd-s-of-london-culture-survey/one-in-12-witnessed-sexual-harassment-in-lloyds-insurance-market-survey-idINKBN1W82RV
2019-09-24,"Murder accused felt threatened before knife killing in bar, court told",3,1,True,https://www.basildonstandard.co.uk/news/national/17923715.murder-accused-felt-threatened-knife-killing-bar-court-told/
2019-09-24,one in 12 witnessed sexual harassment in lloyds insurance market survey,1,2,True,https://in.reuters.com/article/lloyd-s-of-london-culture-survey/one-in-12-witnessed-sexual-harassment-in-lloyds-insurance-market-survey-idINKBN1W82RV
2019-09-30,Prince Harry watches Brit soldiers and local rangers 'battle gun-wielding elephant poachers as part of demonstration in Malawi,2,1,True,https://www.thesun.co.uk/news/10033767/prince-harry-tribute-brit-soldier-trampled-to-death-by-elephants-while-protecting-poachers-malawi/
2019-10-02,Police storm bus station after man threatened at knife point,2,1,True,https://www.basildonstandard.co.uk/news/17939984.police-storm-basildon-bus-station-man-threatened-knife-point/
2019-10-03,Five arrested for human trafficking as police raid 'brothels' across Essex,3,1,True,https://www.harwichandmanningtreestandard.co.uk/news/17944661.five-arrested-police-raid-suspected-brothels-essex/
2019-10-04,man thought he would never see again after homophobic assault,2,1,True,https://www.eveningtelegraph.co.uk/2019/10/04/man-thought-he-would-never-see-again-after-homophobic-assault/
2019-10-08,men from dewsbury and leeds arrested in dawn raid as part of largest drugs bust ever in UK 1,2,1,True,https://www.pontefractandcastlefordexpress.co.uk/news/crime/men-from-dewsbury-and-leeds-arrested-in-dawn-raid-as-part-of-largest-drugs-bust-ever-in-uk-1-10040219
2019-10-10,Southend is 'most dangerous area in Essex' as figures show 5 worst places for knife crime,2,1,True,https://www.basildonstandard.co.uk/news/17957972.southend-worst-essex-knife-crime/
2019-10-11,Husband of woman jailed in Iran says family caught up in gun fight,6,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/17963203.husband-woman-jailed-iran-says-family-caught-gun-fight/
2019-10-11,Police arrest 43 after weapons and drugs raids,5,2,True,https://www.westerntelegraph.co.uk/news/national/17961998.police-arrest-43-weapons-drugs-raids/
2019-10-12,London man sentenced to 15 years for firearms offences,11,1,True,https://www.greenocktelegraph.co.uk/news/national-news/17964293.london-man-sentenced-15-years-firearms-offences/
2019-10-12,london man sentenced to 15 years for firearms offences,2,2,True,https://www.eveningtelegraph.co.uk/2019/10/12/london-man-sentenced-to-15-years-for-firearms-offences/
2019-10-15,malaysians robbed of justice by jail death of british paedophile huckle child group,2,1,True,https://in.reuters.com/article/uk-britain-abuse-malaysia/malaysians-robbed-of-justice-by-jail-death-of-british-paedophile-huckle-child-group-idINKBN1WU0WW
2019-10-17,Knife crime hits record high after 7 increase,6,1,True,https://www.harwichandmanningtreestandard.co.uk/news/national/17975008.knife-crime-hits-record-high-7-increase/
2019-10-19,PM faces knife-edge vote on Brexit as Parliament meets on super Saturday,11,1,True,https://www.greenocktelegraph.co.uk/news/national-news/17979737.pm-faces-knife-edge-vote-brexit-parliament-meets-super-saturday/
2019-10-23,Bulgarias shadow economy of car theft and people smuggling,2,1,True,https://www.thetimes.co.uk/edition/news/bulgaria-s-shadow-economy-of-car-theft-and-people-smuggling-6fbmqd609
2019-10-24,"School exclusion can be tipping point to knife crime, report warns",1,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/17992211.school-exclusion-can-tipping-point-knife-crime-report-warns/
2019-10-25,"School exclusion can be tipping point to knife crime, report warns",10,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/17992211.school-exclusion-can-tipping-point-knife-crime-report-warns/
2019-10-25,Man who sparked armed raid on Regents Park mosque guilty over stab death,5,2,True,https://www.wiltsglosstandard.co.uk/news/national/17993805.man-sparked-armed-raid-regents-park-mosque-guilty-stab-death/
2019-10-28,robbery attack in waterbeach street 1,2,1,True,https://www.wisbechstandard.co.uk/news/robbery-attack-in-waterbeach-street-1-6344467
2019-10-29,Firearms officer in hospital after being struck by car during vehicle stop,4,1,True,https://www.harwichandmanningtreestandard.co.uk/news/national/18000687.firearms-officer-hospital-struck-car-vehicle-stop/
2019-10-30,Man arrested after firearms officer is mown down by car,3,1,True,https://www.wiltsglosstandard.co.uk/news/national/18004199.man-arrested-firearms-officer-mown-car/
2019-11-05,"Burglar stole more than 15,000 from ex-BBC boss Lord Birt",2,1,True,https://www.thetottenhamindependent.co.uk/news/18015382.burglar-edmonton-stole-15-000-lord-john-birt/
2019-11-08,Teenager fatally stabbed at knife awareness course named,10,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/18025369.teenager-fatally-stabbed-knife-awareness-course-named/
2019-11-09,Teenager charged with murder of 18-year-old man at London knife awareness course,11,1,True,https://www.chesterstandard.co.uk/news/national-news/18025562.teenager-charged-murder-18-year-old-man-london-knife-awareness-course/
2019-11-09,Teenager appears in court charged with murdering man at knife awareness course,3,2,True,https://www.wiltsglosstandard.co.uk/news/national/18026025.teenager-appears-court-charged-murdering-man-knife-awareness-course/
2019-11-09,Teenager stabbed to death on knife awareness course,1,3,True,https://www.thetimes.co.uk/edition/news/teenager-stabbed-to-death-on-knife-awareness-course-x382z2hbt
2019-11-12,"Depraved serial rapist Joseph McCann attacked women and children, court told",2,1,True,https://www.harwichandmanningtreestandard.co.uk/news/national/18031638.depraved-serial-rapist-joseph-mccann-attacked-women-children-court-told/
2019-11-20,Teenager stabbed to death on knife awareness course,1,1,True,https://www.thetimes.co.uk/edition/news/teenager-stabbed-to-death-on-knife-awareness-course-x382z2hbt
2019-11-24,Man found stabbed to death after car crash in weekend of knife violence,3,1,True,https://www.thetottenhamindependent.co.uk/news/national/18057377.man-found-stabbed-death-car-crash-weekend-knife-violence/
2019-11-24,man found stabbed to death after car crash in weekend of knife violence,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/man-found-stabbed-to-death-after-car-crash-in-weekend-of-knife-violence-38721620.html
2019-11-25,Burglar jailed for stealing jewellery worth tens of thousands,2,1,True,https://www.maldonandburnhamstandard.co.uk/news/south_essex_news/18058939.burglar-jailed-stealing-jewellery-essex/
2019-11-26,Scotland Yard name all three victims after weekend of knife violence,2,1,True,https://www.standard.co.uk/news/crime/london-stabbings-scotland-yard-name-all-three-victims-after-weekend-of-knife-violence-a4297396.html
2019-11-28,teenagers admit homophobic london bus attack on two women,3,1,True,https://in.reuters.com/article/britain-crime-lgbt/teenagers-admit-homophobic-london-bus-attack-on-two-women-idINKBN1Y2214
2019-11-29,London Bridge knife rampage declared a terror attack,7,1,True,https://www.harwichandmanningtreestandard.co.uk/news/national/18069862.police-treating-london-bridge-stabbing-spree-as-terror-related/
2019-11-29,Man shot by police following London Bridge stabbing,5,2,True,https://www.harwichandmanningtreestandard.co.uk/news/south_essex_news/18069782.man-shot-police-following-london-bridge-stabbing/
2019-11-29,breath taking heroism praise for londoners who tackled knife attacker,3,3,True,https://in.reuters.com/article/britain-security-bystanders/breath-taking-heroism-praise-for-londoners-who-tackled-knife-attacker-idINKBN1Y322M
2019-11-30,police shoot london killer dead call stabbings a terrorist attack,2,1,True,https://in.reuters.com/article/britain-security/police-shoot-london-killer-dead-call-stabbings-a-terrorist-attack-idINKBN1Y31NP
2019-12-01,Brit drugs mule 'beaten with clubs and stripped naked' in hellish Brazilian jail,1,1,True,https://www.mirror.co.uk/news/uk-news/brit-drugs-mule-beaten-clubs-21006492
2019-12-02,Brit drugs mule 'beaten with clubs and stripped naked' in hellish Brazilian jail,1,1,True,https://www.mirror.co.uk/news/uk-news/brit-drugs-mule-beaten-clubs-21006492
2019-12-03,See how knife crime has gone up in your area during years of Tory-led austerity,2,1,True,https://www.mirror.co.uk/news/uk-news/see-how-knife-crime-gone-20540100
2019-12-06,uber says it received over 3000 reports of sexual assault in u s in 2018,4,1,True,https://uk.reuters.com/article/uk-uber-safety/uber-says-it-received-over-3000-reports-of-sexual-assault-in-u-s-in-2018-idUKKBN1YA00B
2019-12-06,uber says it received more than 3000 reports of sexual assault in u s in 2018,3,2,True,https://uk.reuters.com/article/us-uber-safety/uber-says-it-received-more-than-3000-reports-of-sexual-assault-in-u-s-in-2018-idUKKBN1YA009
2019-12-08,"Boy, 13, quizzed over 'murder' of mum, 25, stabbed to death in 'mugging gone wrong' is released",1,1,True,https://www.thesun.co.uk/news/10508343/boy-13-arrested-murder-stabbing-northants-mugging/
2019-12-09,"Boy, 13, quizzed over 'murder' of mum, 25, stabbed to death in 'mugging gone wrong' is released",1,1,True,https://www.thesun.co.uk/news/10508343/boy-13-arrested-murder-stabbing-northants-mugging/
2019-12-10,"Knife victims father: For the love of God and country, put down your weapons",6,1,True,https://www.greenocktelegraph.co.uk/news/national-news/18091314.knife-victims-father-for-love-god-country-put-weapons/
2019-12-11,Boy no longer feels safe at home after sexual assault by intruder,2,1,True,https://www.basildonstandard.co.uk/news/national/18095386.boy-no-longer-feels-safe-home-sexual-assault-intruder/
2019-12-12,Zombie-masked robber storms into shop and threatens people with knife,1,1,True,https://www.basildonstandard.co.uk/news/18096900.zombie-masked-thug-robs-vange-newsagents/
2019-12-13,Zombie-masked robber storms into shop and threatens people with knife,1,1,True,https://www.basildonstandard.co.uk/news/18096900.zombie-masked-thug-robs-vange-newsagents/
2019-12-16,F1 heiress Tamara Ecclestone has an estimated 50million worth of jewellery stolen after a raid at her mansion,2,1,True,https://www.thesun.co.uk/tvandshowbiz/10558560/tamara-ecclestone-50million-jewellery-stolen/
2019-12-17,Rapist black cab driver drugged and attacked more than a dozen women,2,1,True,https://www.enfieldindependent.co.uk/news/18106752.taxi-driver-rapist-enfield-drugged-attacked-dozen-women/
2019-12-30,London synagogue and shops targeted in racist attack,2,1,True,https://www.thetimes.co.uk/edition/news/london-synagogue-and-shops-targeted-in-racist-attack-dntqqzxxq
2020-01-05,Stop and search failing in knife crime crisis,2,1,True,https://www.thetimes.co.uk/edition/news/stop-and-search-failing-in-knife-crime-crisis-23jcn5wzr
2020-01-08,mum warns of dangers of drugs after her gentle son was found stabbed to death 1,2,1,True,https://www.wisbechstandard.co.uk/news/mum-warns-of-dangers-of-drugs-after-her-gentle-son-was-found-stabbed-to-death-1-6454553
2020-01-10,as virginia governor vows new gun control push capitol braces for protests,3,1,True,https://uk.reuters.com/article/uk-usa-guns-rally/as-virginia-governor-vows-new-gun-control-push-capitol-braces-for-protests-idUKKBN1Z926B
2020-01-13,Permanent safety cameras set for A10 in dangerous driving crackdown,1,1,True,https://www.enfieldindependent.co.uk/news/18157413.a10-enfield-get-permanent-safety-cameras-says-tfl/
2020-01-14,Nearly half of those charged with London knife deaths were previous offenders,2,1,True,https://www.enfieldindependent.co.uk/news/18157281.nearly-half-charged-london-knife-deaths-previous-offenders/
2020-01-14,Permanent safety cameras set for A10 in dangerous driving crackdown,1,2,True,https://www.enfieldindependent.co.uk/news/18157413.a10-enfield-get-permanent-safety-cameras-says-tfl/
2020-01-15,virginia plans emergency gun ban at capitol ahead of protest ap,2,1,True,https://in.reuters.com/article/usa-guns-rally/virginia-plans-emergency-gun-ban-at-capitol-ahead-of-protest-ap-idINKBN1ZE1YK
2020-01-15,warning of serious threats virginia governor bans weapons at gun rights rally,2,2,True,https://in.reuters.com/article/usa-guns-rally/warning-of-serious-threats-virginia-governor-bans-weapons-at-gun-rights-rally-idINKBN1ZE1YK
2020-01-16,fbi arrests three alleged neo nazis ahead of virginia gun rally,2,1,True,https://in.reuters.com/article/usa-guns-rally/fbi-arrests-three-alleged-neo-nazis-ahead-of-virginia-gun-rally-idINKBN1ZF2D9
2020-01-16,fbi nabs three alleged neo nazis with machine gun ahead of virginia gun rally,2,2,True,https://www.reuters.com/article/us-usa-guns-rally/fbi-nabs-three-alleged-neo-nazis-with-machine-gun-ahead-of-virginia-gun-rally-idUSKBN1ZF2B3
2020-01-16,alleged neo nazis caught with assault rifle charged ahead of virginia gun rally,1,3,True,https://www.reuters.com/article/us-usa-guns-rally/alleged-neo-nazis-caught-with-assault-rifle-charged-ahead-of-virginia-gun-rally-idUSKBN1ZF2B3
2020-01-17,alleged neo nazis caught with assault rifle charged ahead of virginia gun rally,1,1,True,https://www.reuters.com/article/us-usa-guns-rally/alleged-neo-nazis-caught-with-assault-rifle-charged-ahead-of-virginia-gun-rally-idUSKBN1ZF2B3
2020-01-18,Sadiq Khan: Nothing keeps me up at night more than knife crime,10,1,True,https://www.enfieldindependent.co.uk/news/national/18170404.sadiq-khan-nothing-keeps-night-knife-crime/
2020-01-18,ahead of tinder box virginia gun rally trump says constitution under attack,2,2,True,https://www.reuters.com/article/us-usa-guns-rally/ahead-of-tinder-box-virginia-gun-rally-trump-says-constitution-under-attack-idUSKBN1ZH09W
2020-01-18,sadiq khan nothing keeps me up at night more than knife crime,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/sadiq-khan-nothing-keeps-me-up-at-night-more-than-knife-crime-38872583.html
2020-01-19,virginias top house republican warns white supremacist garbage to stay away from gun rally,2,1,True,https://in.reuters.com/article/usa-guns-rally/virginias-top-house-republican-warns-white-supremacist-garbage-to-stay-away-from-gun-rally-idINKBN1ZI01L
2020-01-19,vows of peace fears of violence at virginia gun rally,2,2,True,https://www.reuters.com/article/us-usa-guns-rally/vows-of-peace-fears-of-violence-at-virginia-gun-rally-idUSKBN1ZI0CC
2020-01-20,armed u s gun rights activists rally against proposed virginia gun laws,2,1,True,https://in.reuters.com/article/usa-guns-rally/armed-u-s-gun-rights-activists-rally-against-proposed-virginia-gun-laws-idINKBN1ZJ1VP
2020-01-20,thousands of armed activists gather at virginias pro gun rally,2,2,True,https://www.reuters.com/article/us-usa-guns-rally/thousands-of-armed-activists-gather-at-virginias-pro-gun-rally-idUSKBN1ZJ15B
2020-01-20,thousands of armed u s gun rights activists join peaceful virginia rally,1,3,True,https://in.reuters.com/article/usa-guns-rally/thousands-of-armed-u-s-gun-rights-activists-join-peaceful-virginia-rally-idINKBN1ZJ1VP
2020-01-21,Police reveal second man survived after fatal stab attack,2,1,True,https://www.basildonstandard.co.uk/news/18175078.westcliff-murder-probe-good-samaritans-helped-man-sought-police/
2020-01-21,thousands of armed u s gun rights activists join peaceful virginia rally,1,2,True,https://in.reuters.com/article/usa-guns-rally/thousands-of-armed-u-s-gun-rights-activists-join-peaceful-virginia-rally-idINKBN1ZJ1VP
2020-01-23,Knife crime hits record high after 7 increase in recorded offences,10,1,True,https://www.chesterstandard.co.uk/news/national-news/18180874.knife-crime-hits-record-high-7-increase-recorded-offences/
2020-01-23,Mother of girl killed in drive-by shooting shocked that gun used in other murder,2,2,True,https://www.chesterstandard.co.uk/news/national-news/18183227.mother-girl-killed-drive-by-shooting-shocked-gun-used-murder/
2020-01-23,gun for hire used in tanesha melbourne blake murder,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/gun-for-hire-used-in-tanesha-melbourne-blake-murder-38888170.html
2020-01-24,Mum of girl killed in drive-by shooting shocked that gun was used in another murder,2,1,True,https://www.enfieldindependent.co.uk/news/18185144.mum-tanesha-melbourne-blake-shocked-gun-used-another-murder/
2020-01-28,weinstein accusers ex roommate backs up sexual assault allegation,3,1,True,https://www.reuters.com/article/us-people-harvey-weinstein/weinstein-accusers-ex-roommate-backs-up-sexual-assault-allegation-idUSKBN1ZR15F
2020-01-30,Dad and daughter's horror as 'gun' is fired at moving train,2,1,True,https://www.maldonandburnhamstandard.co.uk/news/south_essex_news/18196950.object-fired-moving-train-shatters-window/
2020-02-01,Man jailed after 'vicious and completely unprovoked' knife attack,2,1,True,https://www.thetottenhamindependent.co.uk/news/18204150.man-jailed-vicious-completely-unprovoked-knife-attack-haringey/
2020-02-02,Two stabbed in terrorist attack believed to be Islamist-related,8,1,True,https://www.wiltsglosstandard.co.uk/news/national/18205677.two-stabbed-terrorist-attack-believed-islamist-related/
2020-02-02,Man shot dead by police in Streatham attack was convicted terrorist,5,2,True,https://www.maldonandburnhamstandard.co.uk/news/national/18205739.man-shot-dead-police-streatham-attack-convicted-terrorist/
2020-02-02,'Terrorist' shot dead by armed police after multiple people stabbed,2,3,True,https://www.mirror.co.uk/news/uk-news/breaking-streatham-terrorist-shooting-21415255
2020-02-03,Man shot dead by police in Streatham attack was convicted terrorist,17,1,True,https://www.maldonandburnhamstandard.co.uk/news/national/18205739.man-shot-dead-police-streatham-attack-convicted-terrorist/
2020-02-03,Police search hostel where Streatham knife attacker had been staying,3,2,True,https://www.thetottenhamindependent.co.uk/news/national/18206293.bail-hostel-cordoned-off-streatham-knife-attacker-shot-dead/
2020-02-03,Streatham attack: He grabbed a knife near the till then ran out and began stabbing,2,3,True,https://www.thetimes.co.uk/article/streatham-attack-he-grabbed-a-knife-near-the-till-then-ran-out-and-began-stabbing-b0wtt7tv6
2020-02-04,Streatham terrorist tried to stab woman while knife was still in packaging,6,1,True,https://www.greenocktelegraph.co.uk/news/national-news/18210945.streatham-terrorist-tried-stab-woman-knife-still-packaging/
2020-02-04,Streatham terror attack: Monika Luftner was stabbed in back,1,2,True,https://www.thetimes.co.uk/edition/news/nursery-school-teacher-was-stabbed-in-back-by-streatham-terrorist-sudesh-amman-cb226w0sq
2020-02-05,"Burglar admits sexual assault and murder of woman, 89",6,1,True,https://www.yeovilexpress.co.uk/news/national/18212675.burglar-admits-sexual-assault-murder-woman-89/
2020-02-05,former british pm camerons bodyguard forgets loaded gun in plane toilet,2,2,True,https://www.reuters.com/article/us-britain-cameron-gun/former-british-pm-camerons-bodyguard-forgets-loaded-gun-in-plane-toilet-idUSKBN1ZZ0ZW
2020-02-05,Streatham terror attack: Monika Luftner was stabbed in back,1,3,True,https://www.thetimes.co.uk/edition/news/nursery-school-teacher-was-stabbed-in-back-by-streatham-terrorist-sudesh-amman-cb226w0sq
2020-02-06,Gun salutes fired to mark Queens 68 years on the throne,4,1,True,https://www.chesterstandard.co.uk/news/national-news/18216132.gun-salutes-fired-mark-queens-68-years-throne/
2020-02-06,Man threatened by teens with 8 inch knife in broad daylight,2,2,True,https://www.basildonstandard.co.uk/news/18213924.man-threatened-teens-eight-inch-knife/
2020-02-10,Streatham terror attack: Monika Luftner was stabbed in back,1,1,True,https://www.thetimes.co.uk/edition/news/nursery-school-teacher-was-stabbed-in-back-by-streatham-terrorist-sudesh-amman-cb226w0sq
2020-02-13,"Police raids net 250,000 worth of stolen property and lethal weapons",2,1,True,https://www.thetottenhamindependent.co.uk/news/18234033.police-raids-haringey-enfield-net-250-000-worth-stolen-property-lethal-weapons/
2020-02-16,"Police raid 10 addresses and seize 1,410 cannabis plants in huge drugs swoop",5,1,True,https://www.yeovilexpress.co.uk/news/national/18238989.police-raid-10-addresses-seize-1-410-cannabis-plants-huge-drugs-swoop/
2020-02-16,Mum on how ex held a knife to her throat after she dumped him,3,2,True,https://www.grimsbytelegraph.co.uk/news/uk-world-news/one-die-today-single-mum-3847579
2020-02-16,Sadiq Khan blasts mayoral rival for 'flippant' knife crime remarks,2,3,True,https://www.enfieldindependent.co.uk/news/18239441.sadiq-khan-blasts-rory-stewart-flippant-knife-crime-remarks/
2020-02-19,Rising star rapper Pop Smoke reportedly shot and killed in invasion robbery,2,1,True,https://www.telegraph.co.uk/music/news/rising-star-rapper-pop-smoke-reportedly-shot-killed-invasion/
2020-02-22,Homeless man appears in court charged with mosque knife attack,6,1,True,https://www.lancashiretelegraph.co.uk/news/national/18254539.homeless-man-appears-court-charged-mosque-knife-attack/
2020-02-27,"Huge police stolen car raid finds vehicles, cash and cannabis farm",3,1,True,https://www.maldonandburnhamstandard.co.uk/news/north_essex_news/18266782.huge-police-stolen-car-raid-finds-vehicles-cash-cannabis-farm/
2020-03-02,Man admits carrying out series of random knife attacks,2,1,True,https://www.thetottenhamindependent.co.uk/news/18275593.man-admits-carrying-series-random-knife-attacks/
2020-03-02,Moment armed robber threatens to gun down police out of window,2,2,True,https://www.hulldailymail.co.uk/news/uk-world-news/watch-terrifying-moment-armed-robber-3904632
2020-03-09,Man armed with two knives shot dead by police in Westminster,2,1,True,https://www.chesterstandard.co.uk/news/national-news/18291174.man-armed-two-knives-shot-dead-police-westminster/
2020-03-10,Salmond accuser says she felt 'hunted' by former first minister before alleged sexual assault,2,1,True,https://www.independent.co.uk/news/uk/politics/salmond-accuser-says-she-felt-hunted-by-former-first-minister-before-alleged-sexual-assault-a9389211.html
